[['2, k, 0', [-0.298033, -0.243676, 1.0]], ['2, k, 1', [-0.310291, 0.0654331, 1.0]], ['2, k, 2', [-0.320367, 0.36642, 1.0]], ['2, k, 3', [-0.34661, 0.519147, 1.0]], ['2, k, 4', [-0.507839, 0.252297, 1.0]], ['2, k, 5', [-0.566248, -0.0351428, 1.0]], ['2, k, 6', [-0.593741, -0.286672, 1.0]], ['2, k, 7', [-0.578998, -0.311288, 1.0]], ['2, k, 8', [-0.135811, 0.278113, 1.0]], ['2, k, 9', [-0.0451508, -0.0128051, 1.0]], ['2, k, 10', [0.00257692, -0.262472, 1.0]], ['2, k, 11', [0.00233132, -0.265059, 1.0]], ['2, k, 12', [-0.378584, -0.246008, 1.0]], ['2, k, 13', [-0.406785, -0.645091, 1.0]], ['2, k, 14', [-0.415787, -0.984343, 1.0]], ['2, k, 15', [-0.411377, -1.02637, 1.0]], ['2, k, 16', [-0.208904, -0.234348, 1.0]], ['2, k, 17', [-0.174616, -0.639307, 1.0]], ['2, k, 18', [-0.14649, -1.00133, 1.0]], ['2, k, 19', [-0.118286, -1.06934, 1.0]], ['2, k, 20', [-0.318219, 0.292366, 1.0]], ['2, k, 21', [-0.574601, -0.368743, 1.0]], ['2, k, 22', [-0.515651, -0.341278, 1.0]], ['2, k, 23', [0.0232182, -0.325943, 1.0]], ['2, k, 24', [-0.047886, -0.301906, 1.0]]]
[['2, k, 0', [-0.286291, -0.235571, 1.0]], ['2, k, 1', [-0.301043, 0.0705009, 1.0]], ['2, k, 2', [-0.313617, 0.362209, 1.0]], ['2, k, 3', [-0.354482, 0.504902, 1.0]], ['2, k, 4', [-0.495238, 0.263661, 1.0]], ['2, k, 5', [-0.585473, 0.036757, 1.0]], ['2, k, 6', [-0.559416, -0.172593, 1.0]], ['2, k, 7', [-0.52378, -0.213439, 1.0]], ['2, k, 8', [-0.135698, 0.293351, 1.0]], ['2, k, 9', [0.00446007, 0.0880626, 1.0]], ['2, k, 10', [0.0557414, -0.0941788, 1.0]], ['2, k, 11', [0.0582275, -0.131363, 1.0]], ['2, k, 12', [-0.36479, -0.237626, 1.0]], ['2, k, 13', [-0.399013, -0.634121, 1.0]], ['2, k, 14', [-0.414399, -0.996698, 1.0]], ['2, k, 15', [-0.408504, -1.05739, 1.0]], ['2, k, 16', [-0.199591, -0.226788, 1.0]], ['2, k, 17', [-0.158855, -0.631245, 1.0]], ['2, k, 18', [-0.145751, -1.01264, 1.0]], ['2, k, 19', [-0.130523, -1.06824, 1.0]], ['2, k, 20', [-0.310662, 0.29026, 1.0]], ['2, k, 21', [-0.512256, -0.235888, 1.0]], ['2, k, 22', [-0.450567, -0.207805, 1.0]], ['2, k, 23', [0.0728144, -0.166518, 1.0]], ['2, k, 24', [-0.0101888, -0.162765, 1.0]]]
[['2, k, 0', [-0.287902, -0.236392, 1.0]], ['2, k, 1', [-0.301437, 0.0682952, 1.0]], ['2, k, 2', [-0.31205, 0.359263, 1.0]], ['2, k, 3', [-0.354666, 0.501849, 1.0]], ['2, k, 4', [-0.495254, 0.263462, 1.0]], ['2, k, 5', [-0.584455, 0.0319775, 1.0]], ['2, k, 6', [-0.562518, -0.193364, 1.0]], ['2, k, 7', [-0.528274, -0.232568, 1.0]], ['2, k, 8', [-0.132845, 0.290833, 1.0]], ['2, k, 9', [0.000191487, 0.0759521, 1.0]], ['2, k, 10', [0.0550176, -0.110661, 1.0]], ['2, k, 11', [0.0566727, -0.173518, 1.0]], ['2, k, 12', [-0.367325, -0.23829, 1.0]], ['2, k, 13', [-0.398091, -0.635732, 1.0]], ['2, k, 14', [-0.414243, -0.996941, 1.0]], ['2, k, 15', [-0.40582, -1.05746, 1.0]], ['2, k, 16', [-0.200523, -0.227678, 1.0]], ['2, k, 17', [-0.158793, -0.630963, 1.0]], ['2, k, 18', [-0.146441, -1.01303, 1.0]], ['2, k, 19', [-0.129788, -1.06846, 1.0]], ['2, k, 20', [-0.309745, 0.287469, 1.0]], ['2, k, 21', [-0.520311, -0.257329, 1.0]], ['2, k, 22', [-0.455823, -0.227914, 1.0]], ['2, k, 23', [0.0604738, -0.206976, 1.0]], ['2, k, 24', [-0.0369938, -0.196077, 1.0]]]
[['2, k, 0', [-0.287994, -0.236678, 1.0]], ['2, k, 1', [-0.300915, 0.0660242, 1.0]], ['2, k, 2', [-0.310842, 0.35671, 1.0]], ['2, k, 3', [-0.355269, 0.498792, 1.0]], ['2, k, 4', [-0.495107, 0.261785, 1.0]], ['2, k, 5', [-0.58253, 0.0260382, 1.0]], ['2, k, 6', [-0.565444, -0.204648, 1.0]], ['2, k, 7', [-0.532726, -0.249639, 1.0]], ['2, k, 8', [-0.131011, 0.288494, 1.0]], ['2, k, 9', [-0.00352573, 0.0676838, 1.0]], ['2, k, 10', [0.0502344, -0.141438, 1.0]], ['2, k, 11', [0.0537605, -0.186138, 1.0]], ['2, k, 12', [-0.368405, -0.238717, 1.0]], ['2, k, 13', [-0.397897, -0.637385, 1.0]], ['2, k, 14', [-0.41468, -0.998355, 1.0]], ['2, k, 15', [-0.405881, -1.05845, 1.0]], ['2, k, 16', [-0.199606, -0.228069, 1.0]], ['2, k, 17', [-0.15873, -0.631157, 1.0]], ['2, k, 18', [-0.146273, -1.01341, 1.0]], ['2, k, 19', [-0.130109, -1.06985, 1.0]], ['2, k, 20', [-0.308689, 0.284958, 1.0]], ['2, k, 21', [-0.524384, -0.279075, 1.0]], ['2, k, 22', [-0.45987, -0.243681, 1.0]], ['2, k, 23', [0.0704987, -0.22971, 1.0]], ['2, k, 24', [-0.019109, -0.216667, 1.0]]]
[['2, k, 0', [-0.287414, -0.237288, 1.0]], ['2, k, 1', [-0.300225, 0.0645923, 1.0]], ['2, k, 2', [-0.30967, 0.353999, 1.0]], ['2, k, 3', [-0.355821, 0.496822, 1.0]], ['2, k, 4', [-0.495395, 0.260149, 1.0]], ['2, k, 5', [-0.581179, 0.0214162, 1.0]], ['2, k, 6', [-0.570024, -0.216818, 1.0]], ['2, k, 7', [-0.537068, -0.261592, 1.0]], ['2, k, 8', [-0.129842, 0.287342, 1.0]], ['2, k, 9', [-0.00899579, 0.0586744, 1.0]], ['2, k, 10', [0.0490726, -0.153983, 1.0]], ['2, k, 11', [0.0506643, -0.213549, 1.0]], ['2, k, 12', [-0.367435, -0.23924, 1.0]], ['2, k, 13', [-0.397759, -0.637684, 1.0]], ['2, k, 14', [-0.41463, -0.998376, 1.0]], ['2, k, 15', [-0.409677, -1.05945, 1.0]], ['2, k, 16', [-0.199263, -0.228658, 1.0]], ['2, k, 17', [-0.158536, -0.630864, 1.0]], ['2, k, 18', [-0.146595, -1.01259, 1.0]], ['2, k, 19', [-0.130225, -1.06987, 1.0]], ['2, k, 20', [-0.307639, 0.282647, 1.0]], ['2, k, 21', [-0.529231, -0.290529, 1.0]], ['2, k, 22', [-0.465478, -0.259029, 1.0]], ['2, k, 23', [0.0562291, -0.264698, 1.0]], ['2, k, 24', [-0.0512567, -0.23877, 1.0]]]
[['2, k, 0', [-0.28688, -0.238394, 1.0]], ['2, k, 1', [-0.299555, 0.063112, 1.0]], ['2, k, 2', [-0.308621, 0.35216, 1.0]], ['2, k, 3', [-0.355515, 0.493949, 1.0]], ['2, k, 4', [-0.495618, 0.257906, 1.0]], ['2, k, 5', [-0.579996, 0.0170981, 1.0]], ['2, k, 6', [-0.568154, -0.223203, 1.0]], ['2, k, 7', [-0.538741, -0.271205, 1.0]], ['2, k, 8', [-0.128733, 0.285258, 1.0]], ['2, k, 9', [-0.00877121, 0.0479935, 1.0]], ['2, k, 10', [0.0492522, -0.178452, 1.0]], ['2, k, 11', [0.0526468, -0.228976, 1.0]], ['2, k, 12', [-0.366554, -0.240361, 1.0]], ['2, k, 13', [-0.397453, -0.635832, 1.0]], ['2, k, 14', [-0.415229, -0.998164, 1.0]], ['2, k, 15', [-0.407767, -1.05531, 1.0]], ['2, k, 16', [-0.198982, -0.229645, 1.0]], ['2, k, 17', [-0.158907, -0.631169, 1.0]], ['2, k, 18', [-0.146634, -1.01267, 1.0]], ['2, k, 19', [-0.130264, -1.07021, 1.0]], ['2, k, 20', [-0.30668, 0.28088, 1.0]], ['2, k, 21', [-0.531272, -0.300843, 1.0]], ['2, k, 22', [-0.468196, -0.268561, 1.0]], ['2, k, 23', [0.0764161, -0.279459, 1.0]], ['2, k, 24', [-0.0237227, -0.254379, 1.0]]]
[['2, k, 0', [-0.286565, -0.239647, 1.0]], ['2, k, 1', [-0.298892, 0.0611635, 1.0]], ['2, k, 2', [-0.30777, 0.350246, 1.0]], ['2, k, 3', [-0.354843, 0.491593, 1.0]], ['2, k, 4', [-0.495796, 0.255722, 1.0]], ['2, k, 5', [-0.579563, 0.0135237, 1.0]], ['2, k, 6', [-0.569821, -0.230852, 1.0]], ['2, k, 7', [-0.554607, -0.252918, 1.0]], ['2, k, 8', [-0.127761, 0.282698, 1.0]], ['2, k, 9', [-0.00738232, 0.0378265, 1.0]], ['2, k, 10', [0.0488922, -0.194234, 1.0]], ['2, k, 11', [0.0502288, -0.244036, 1.0]], ['2, k, 12', [-0.366088, -0.241427, 1.0]], ['2, k, 13', [-0.39737, -0.637235, 1.0]], ['2, k, 14', [-0.413392, -1.00432, 1.0]], ['2, k, 15', [-0.408127, -1.06191, 1.0]], ['2, k, 16', [-0.198811, -0.231045, 1.0]], ['2, k, 17', [-0.158711, -0.631317, 1.0]], ['2, k, 18', [-0.146573, -1.01395, 1.0]], ['2, k, 19', [-0.129773, -1.07147, 1.0]], ['2, k, 20', [-0.305869, 0.278934, 1.0]], ['2, k, 21', [-0.534263, -0.30493, 1.0]], ['2, k, 22', [-0.473847, -0.272696, 1.0]], ['2, k, 23', [0.0620706, -0.297342, 1.0]], ['2, k, 24', [-0.0358897, -0.270773, 1.0]]]
[['2, k, 0', [-0.286887, -0.240631, 1.0]], ['2, k, 1', [-0.298528, 0.0593162, 1.0]], ['2, k, 2', [-0.306559, 0.34821, 1.0]], ['2, k, 3', [-0.354536, 0.489866, 1.0]], ['2, k, 4', [-0.495994, 0.254441, 1.0]], ['2, k, 5', [-0.579041, 0.0112733, 1.0]], ['2, k, 6', [-0.571212, -0.235255, 1.0]], ['2, k, 7', [-0.553697, -0.258996, 1.0]], ['2, k, 8', [-0.12697, 0.281062, 1.0]], ['2, k, 9', [-0.00661698, 0.029342, 1.0]], ['2, k, 10', [0.050653, -0.208411, 1.0]], ['2, k, 11', [0.0492731, -0.25335, 1.0]], ['2, k, 12', [-0.3664, -0.242184, 1.0]], ['2, k, 13', [-0.39647, -0.643627, 1.0]], ['2, k, 14', [-0.415203, -1.00921, 1.0]], ['2, k, 15', [-0.407349, -1.0729, 1.0]], ['2, k, 16', [-0.19919, -0.232375, 1.0]], ['2, k, 17', [-0.158517, -0.63124, 1.0]], ['2, k, 18', [-0.146559, -1.01378, 1.0]], ['2, k, 19', [-0.129785, -1.07136, 1.0]], ['2, k, 20', [-0.304904, 0.27694, 1.0]], ['2, k, 21', [-0.534327, -0.312866, 1.0]], ['2, k, 22', [-0.468973, -0.277713, 1.0]], ['2, k, 23', [0.0593473, -0.307461, 1.0]], ['2, k, 24', [-0.0377615, -0.280961, 1.0]]]
[['2, k, 0', [-0.286753, -0.240848, 1.0]], ['2, k, 1', [-0.298075, 0.0578012, 1.0]], ['2, k, 2', [-0.306423, 0.346281, 1.0]], ['2, k, 3', [-0.353796, 0.488183, 1.0]], ['2, k, 4', [-0.495835, 0.253484, 1.0]], ['2, k, 5', [-0.579958, 0.0104772, 1.0]], ['2, k, 6', [-0.57336, -0.237649, 1.0]], ['2, k, 7', [-0.554024, -0.262494, 1.0]], ['2, k, 8', [-0.126485, 0.279548, 1.0]], ['2, k, 9', [-0.00514637, 0.0199409, 1.0]], ['2, k, 10', [0.0524913, -0.221268, 1.0]], ['2, k, 11', [0.051252, -0.261594, 1.0]], ['2, k, 12', [-0.366289, -0.242264, 1.0]], ['2, k, 13', [-0.395806, -0.640959, 1.0]], ['2, k, 14', [-0.415786, -0.994375, 1.0]], ['2, k, 15', [-0.408046, -1.05989, 1.0]], ['2, k, 16', [-0.199004, -0.232839, 1.0]], ['2, k, 17', [-0.158724, -0.630968, 1.0]], ['2, k, 18', [-0.146715, -1.0129, 1.0]], ['2, k, 19', [-0.13032, -1.07048, 1.0]], ['2, k, 20', [-0.304667, 0.275128, 1.0]], ['2, k, 21', [-0.532387, -0.315749, 1.0]], ['2, k, 22', [-0.483204, -0.284953, 1.0]], ['2, k, 23', [0.0690867, -0.318324, 1.0]], ['2, k, 24', [-0.0116092, -0.285067, 1.0]]]
[['2, k, 0', [-0.285999, -0.241431, 1.0]], ['2, k, 1', [-0.296812, 0.0566147, 1.0]], ['2, k, 2', [-0.304569, 0.344791, 1.0]], ['2, k, 3', [-0.352975, 0.486009, 1.0]], ['2, k, 4', [-0.495361, 0.252318, 1.0]], ['2, k, 5', [-0.579521, 0.00945703, 1.0]], ['2, k, 6', [-0.573729, -0.241064, 1.0]], ['2, k, 7', [-0.555782, -0.264755, 1.0]], ['2, k, 8', [-0.125506, 0.278338, 1.0]], ['2, k, 9', [-0.00525215, 0.016323, 1.0]], ['2, k, 10', [0.0524884, -0.228948, 1.0]], ['2, k, 11', [0.0511836, -0.266916, 1.0]], ['2, k, 12', [-0.365178, -0.242729, 1.0]], ['2, k, 13', [-0.39571, -0.640771, 1.0]], ['2, k, 14', [-0.415541, -0.999532, 1.0]], ['2, k, 15', [-0.407878, -1.06035, 1.0]], ['2, k, 16', [-0.198519, -0.233443, 1.0]], ['2, k, 17', [-0.158657, -0.630758, 1.0]], ['2, k, 18', [-0.148205, -1.01411, 1.0]], ['2, k, 19', [-0.13038, -1.07051, 1.0]], ['2, k, 20', [-0.302959, 0.27374, 1.0]], ['2, k, 21', [-0.539948, -0.323589, 1.0]], ['2, k, 22', [-0.484704, -0.287118, 1.0]], ['2, k, 23', [0.0771512, -0.322755, 1.0]], ['2, k, 24', [-0.0176785, -0.291777, 1.0]]]
[['2, k, 0', [-0.285787, -0.241514, 1.0]], ['2, k, 1', [-0.296321, 0.0558895, 1.0]], ['2, k, 2', [-0.304167, 0.343578, 1.0]], ['2, k, 3', [-0.352618, 0.485083, 1.0]], ['2, k, 4', [-0.495313, 0.252148, 1.0]], ['2, k, 5', [-0.578151, 0.00911938, 1.0]], ['2, k, 6', [-0.5743, -0.241781, 1.0]], ['2, k, 7', [-0.557375, -0.266498, 1.0]], ['2, k, 8', [-0.124684, 0.277054, 1.0]], ['2, k, 9', [-0.00223643, 0.00981066, 1.0]], ['2, k, 10', [0.0520667, -0.237616, 1.0]], ['2, k, 11', [0.0502163, -0.272699, 1.0]], ['2, k, 12', [-0.364709, -0.242503, 1.0]], ['2, k, 13', [-0.394513, -0.636783, 1.0]], ['2, k, 14', [-0.416346, -0.992943, 1.0]], ['2, k, 15', [-0.408312, -1.05873, 1.0]], ['2, k, 16', [-0.198382, -0.233749, 1.0]], ['2, k, 17', [-0.158692, -0.631003, 1.0]], ['2, k, 18', [-0.147951, -1.01443, 1.0]], ['2, k, 19', [-0.130383, -1.07049, 1.0]], ['2, k, 20', [-0.302514, 0.272674, 1.0]], ['2, k, 21', [-0.543731, -0.326425, 1.0]], ['2, k, 22', [-0.489678, -0.292025, 1.0]], ['2, k, 23', [0.0735146, -0.331956, 1.0]], ['2, k, 24', [-0.0191182, -0.294251, 1.0]]]
[['2, k, 0', [-0.285538, -0.241764, 1.0]], ['2, k, 1', [-0.295493, 0.0549503, 1.0]], ['2, k, 2', [-0.302747, 0.342274, 1.0]], ['2, k, 3', [-0.352371, 0.483889, 1.0]], ['2, k, 4', [-0.495127, 0.251773, 1.0]], ['2, k, 5', [-0.577436, 0.00855877, 1.0]], ['2, k, 6', [-0.575166, -0.243727, 1.0]], ['2, k, 7', [-0.559046, -0.270296, 1.0]], ['2, k, 8', [-0.123832, 0.275297, 1.0]], ['2, k, 9', [-0.00101726, 0.00650986, 1.0]], ['2, k, 10', [0.0525809, -0.2419, 1.0]], ['2, k, 11', [0.049192, -0.274282, 1.0]], ['2, k, 12', [-0.364292, -0.242634, 1.0]], ['2, k, 13', [-0.394357, -0.63764, 1.0]], ['2, k, 14', [-0.416558, -0.994537, 1.0]], ['2, k, 15', [-0.408446, -1.0592, 1.0]], ['2, k, 16', [-0.19827, -0.234087, 1.0]], ['2, k, 17', [-0.158714, -0.631696, 1.0]], ['2, k, 18', [-0.148267, -1.01453, 1.0]], ['2, k, 19', [-0.130435, -1.07056, 1.0]], ['2, k, 20', [-0.301251, 0.271472, 1.0]], ['2, k, 21', [-0.544219, -0.326656, 1.0]], ['2, k, 22', [-0.489546, -0.296509, 1.0]], ['2, k, 23', [0.0559414, -0.329817, 1.0]], ['2, k, 24', [-0.0146677, -0.299052, 1.0]]]
[['2, k, 0', [-0.285055, -0.24224, 1.0]], ['2, k, 1', [-0.294492, 0.0538917, 1.0]], ['2, k, 2', [-0.301478, 0.341142, 1.0]], ['2, k, 3', [-0.351715, 0.481964, 1.0]], ['2, k, 4', [-0.494623, 0.249711, 1.0]], ['2, k, 5', [-0.577064, 0.006552, 1.0]], ['2, k, 6', [-0.57495, -0.246105, 1.0]], ['2, k, 7', [-0.561207, -0.273315, 1.0]], ['2, k, 8', [-0.123266, 0.27403, 1.0]], ['2, k, 9', [6.65596e-06, 0.00420679, 1.0]], ['2, k, 10', [0.0535728, -0.244882, 1.0]], ['2, k, 11', [0.0489843, -0.275675, 1.0]], ['2, k, 12', [-0.363684, -0.243038, 1.0]], ['2, k, 13', [-0.394342, -0.637687, 1.0]], ['2, k, 14', [-0.41695, -0.993289, 1.0]], ['2, k, 15', [-0.408515, -1.05821, 1.0]], ['2, k, 16', [-0.197903, -0.234642, 1.0]], ['2, k, 17', [-0.158745, -0.631335, 1.0]], ['2, k, 18', [-0.148939, -1.01369, 1.0]], ['2, k, 19', [-0.133941, -1.07011, 1.0]], ['2, k, 20', [-0.300045, 0.270363, 1.0]], ['2, k, 21', [-0.54913, -0.335763, 1.0]], ['2, k, 22', [-0.496058, -0.297991, 1.0]], ['2, k, 23', [0.0658197, -0.331248, 1.0]], ['2, k, 24', [-0.0114599, -0.302042, 1.0]]]
[['2, k, 0', [-0.284572, -0.242765, 1.0]], ['2, k, 1', [-0.294109, 0.0533781, 1.0]], ['2, k, 2', [-0.301139, 0.340671, 1.0]], ['2, k, 3', [-0.351478, 0.480967, 1.0]], ['2, k, 4', [-0.493874, 0.248127, 1.0]], ['2, k, 5', [-0.577167, 0.00487227, 1.0]], ['2, k, 6', [-0.57658, -0.248965, 1.0]], ['2, k, 7', [-0.563788, -0.275455, 1.0]], ['2, k, 8', [-0.122877, 0.273364, 1.0]], ['2, k, 9', [0.000601945, 0.0013928, 1.0]], ['2, k, 10', [0.0541175, -0.248096, 1.0]], ['2, k, 11', [0.0484905, -0.278389, 1.0]], ['2, k, 12', [-0.363036, -0.243363, 1.0]], ['2, k, 13', [-0.394086, -0.638454, 1.0]], ['2, k, 14', [-0.415069, -0.994072, 1.0]], ['2, k, 15', [-0.408043, -1.05975, 1.0]], ['2, k, 16', [-0.197617, -0.235293, 1.0]], ['2, k, 17', [-0.158677, -0.631437, 1.0]], ['2, k, 18', [-0.147134, -1.01406, 1.0]], ['2, k, 19', [-0.133862, -1.07013, 1.0]], ['2, k, 20', [-0.299685, 0.269879, 1.0]], ['2, k, 21', [-0.549222, -0.334037, 1.0]], ['2, k, 22', [-0.49688, -0.302233, 1.0]], ['2, k, 23', [0.0667876, -0.335844, 1.0]], ['2, k, 24', [-0.0173155, -0.301849, 1.0]]]
[['2, k, 0', [-0.284102, -0.243326, 1.0]], ['2, k, 1', [-0.293199, 0.0524688, 1.0]], ['2, k, 2', [-0.29981, 0.33971, 1.0]], ['2, k, 3', [-0.351327, 0.479739, 1.0]], ['2, k, 4', [-0.493295, 0.245873, 1.0]], ['2, k, 5', [-0.576824, 0.00306317, 1.0]], ['2, k, 6', [-0.577152, -0.250884, 1.0]], ['2, k, 7', [-0.565069, -0.278259, 1.0]], ['2, k, 8', [-0.122763, 0.272745, 1.0]], ['2, k, 9', [0.00138375, 0.00098741, 1.0]], ['2, k, 10', [0.0539211, -0.248904, 1.0]], ['2, k, 11', [0.0443141, -0.277001, 1.0]], ['2, k, 12', [-0.36253, -0.243793, 1.0]], ['2, k, 13', [-0.393895, -0.638127, 1.0]], ['2, k, 14', [-0.414771, -0.994799, 1.0]], ['2, k, 15', [-0.408457, -1.06058, 1.0]], ['2, k, 16', [-0.197238, -0.235954, 1.0]], ['2, k, 17', [-0.158553, -0.631237, 1.0]], ['2, k, 18', [-0.149204, -1.01444, 1.0]], ['2, k, 19', [-0.133871, -1.06998, 1.0]], ['2, k, 20', [-0.298468, 0.268936, 1.0]], ['2, k, 21', [-0.555682, -0.339731, 1.0]], ['2, k, 22', [-0.496298, -0.303428, 1.0]], ['2, k, 23', [0.0539999, -0.336523, 1.0]], ['2, k, 24', [-0.0380302, -0.300189, 1.0]]]
[['2, k, 0', [-0.283653, -0.243878, 1.0]], ['2, k, 1', [-0.292825, 0.0515551, 1.0]], ['2, k, 2', [-0.299681, 0.338545, 1.0]], ['2, k, 3', [-0.351131, 0.477609, 1.0]], ['2, k, 4', [-0.492456, 0.243906, 1.0]], ['2, k, 5', [-0.575969, -0.000247956, 1.0]], ['2, k, 6', [-0.577632, -0.25414, 1.0]], ['2, k, 7', [-0.566021, -0.27944, 1.0]], ['2, k, 8', [-0.122076, 0.2717, 1.0]], ['2, k, 9', [0.00203707, -0.000240788, 1.0]], ['2, k, 10', [0.0540847, -0.250269, 1.0]], ['2, k, 11', [0.0451443, -0.268061, 1.0]], ['2, k, 12', [-0.362089, -0.244078, 1.0]], ['2, k, 13', [-0.39371, -0.638261, 1.0]], ['2, k, 14', [-0.414695, -0.99486, 1.0]], ['2, k, 15', [-0.408229, -1.06103, 1.0]], ['2, k, 16', [-0.196855, -0.236809, 1.0]], ['2, k, 17', [-0.15851, -0.631383, 1.0]], ['2, k, 18', [-0.14686, -1.01391, 1.0]], ['2, k, 19', [-0.133536, -1.07003, 1.0]], ['2, k, 20', [-0.298274, 0.267846, 1.0]], ['2, k, 21', [-0.553251, -0.342167, 1.0]], ['2, k, 22', [-0.496989, -0.304165, 1.0]], ['2, k, 23', [0.0479624, -0.331434, 1.0]], ['2, k, 24', [-0.00497457, -0.299074, 1.0]]]
[['2, k, 0', [-0.283369, -0.24425, 1.0]], ['2, k, 1', [-0.292338, 0.0507203, 1.0]], ['2, k, 2', [-0.29875, 0.336848, 1.0]], ['2, k, 3', [-0.350953, 0.476529, 1.0]], ['2, k, 4', [-0.491905, 0.242477, 1.0]], ['2, k, 5', [-0.575176, -0.000949708, 1.0]], ['2, k, 6', [-0.577768, -0.254806, 1.0]], ['2, k, 7', [-0.565276, -0.281165, 1.0]], ['2, k, 8', [-0.121776, 0.270561, 1.0]], ['2, k, 9', [0.00291277, -0.000494474, 1.0]], ['2, k, 10', [0.0534697, -0.250903, 1.0]], ['2, k, 11', [0.0462957, -0.271229, 1.0]], ['2, k, 12', [-0.36175, -0.244304, 1.0]], ['2, k, 13', [-0.393541, -0.638614, 1.0]], ['2, k, 14', [-0.415299, -0.997624, 1.0]], ['2, k, 15', [-0.406407, -1.06423, 1.0]], ['2, k, 16', [-0.196679, -0.23729, 1.0]], ['2, k, 17', [-0.158445, -0.631495, 1.0]], ['2, k, 18', [-0.147255, -1.01262, 1.0]], ['2, k, 19', [-0.132994, -1.06889, 1.0]], ['2, k, 20', [-0.297471, 0.266401, 1.0]], ['2, k, 21', [-0.557694, -0.343309, 1.0]], ['2, k, 22', [-0.496211, -0.304877, 1.0]], ['2, k, 23', [0.0487556, -0.341968, 1.0]], ['2, k, 24', [-0.00611277, -0.295407, 1.0]]]
[['2, k, 0', [-0.282906, -0.244602, 1.0]], ['2, k, 1', [-0.291948, 0.0499809, 1.0]], ['2, k, 2', [-0.298583, 0.335728, 1.0]], ['2, k, 3', [-0.350838, 0.475359, 1.0]], ['2, k, 4', [-0.491285, 0.241359, 1.0]], ['2, k, 5', [-0.574074, -0.00261502, 1.0]], ['2, k, 6', [-0.577374, -0.256335, 1.0]], ['2, k, 7', [-0.562045, -0.281201, 1.0]], ['2, k, 8', [-0.12145, 0.270084, 1.0]], ['2, k, 9', [0.00356849, -0.000696323, 1.0]], ['2, k, 10', [0.0537074, -0.251086, 1.0]], ['2, k, 11', [0.0461843, -0.273405, 1.0]], ['2, k, 12', [-0.361251, -0.244643, 1.0]], ['2, k, 13', [-0.393079, -0.638814, 1.0]], ['2, k, 14', [-0.415162, -0.99767, 1.0]], ['2, k, 15', [-0.408446, -1.05916, 1.0]], ['2, k, 16', [-0.196311, -0.23762, 1.0]], ['2, k, 17', [-0.158362, -0.631273, 1.0]], ['2, k, 18', [-0.147969, -1.01223, 1.0]], ['2, k, 19', [-0.132102, -1.06782, 1.0]], ['2, k, 20', [-0.297234, 0.26538, 1.0]], ['2, k, 21', [-0.552373, -0.342659, 1.0]], ['2, k, 22', [-0.494482, -0.304923, 1.0]], ['2, k, 23', [0.0472721, -0.344211, 1.0]], ['2, k, 24', [-0.00501648, -0.291774, 1.0]]]
[['2, k, 0', [-0.282461, -0.244967, 1.0]], ['2, k, 1', [-0.291755, 0.0494566, 1.0]], ['2, k, 2', [-0.29875, 0.335105, 1.0]], ['2, k, 3', [-0.350613, 0.473856, 1.0]], ['2, k, 4', [-0.491103, 0.240032, 1.0]], ['2, k, 5', [-0.57335, -0.00370801, 1.0]], ['2, k, 6', [-0.57663, -0.257424, 1.0]], ['2, k, 7', [-0.560406, -0.280021, 1.0]], ['2, k, 8', [-0.121177, 0.269503, 1.0]], ['2, k, 9', [0.0043997, -0.00129451, 1.0]], ['2, k, 10', [0.0534193, -0.251783, 1.0]], ['2, k, 11', [0.0477424, -0.272656, 1.0]], ['2, k, 12', [-0.360802, -0.244883, 1.0]], ['2, k, 13', [-0.392978, -0.637915, 1.0]], ['2, k, 14', [-0.414488, -0.995408, 1.0]], ['2, k, 15', [-0.404491, -1.04708, 1.0]], ['2, k, 16', [-0.195914, -0.238112, 1.0]], ['2, k, 17', [-0.158295, -0.632012, 1.0]], ['2, k, 18', [-0.147798, -1.01223, 1.0]], ['2, k, 19', [-0.132213, -1.06797, 1.0]], ['2, k, 20', [-0.297301, 0.264782, 1.0]], ['2, k, 21', [-0.553898, -0.342722, 1.0]], ['2, k, 22', [-0.495348, -0.30442, 1.0]], ['2, k, 23', [0.053177, -0.345296, 1.0]], ['2, k, 24', [-0.00279229, -0.292209, 1.0]]]
