[['2, k, 0', [-0.0972923, -0.885206, 1.0]], ['2, k, 1', [-0.0897933, -0.58784, 1.0]], ['2, k, 2', [-0.0819435, -0.293548, 1.0]], ['2, k, 3', [-0.0811642, -0.151796, 1.0]], ['2, k, 4', [-0.259501, -0.361208, 1.0]], ['2, k, 5', [-0.193238, -0.561357, 1.0]], ['2, k, 6', [0.0764687, -0.549019, 1.0]], ['2, k, 7', [0.164959, -0.543111, 1.0]], ['2, k, 8', [0.102711, -0.338548, 1.0]], ['2, k, 9', [0.316498, -0.405306, 1.0]], ['2, k, 10', [0.0487478, -0.469189, 1.0]], ['2, k, 11', [-0.0081928, -0.530648, 1.0]], ['2, k, 12', [-0.178429, -0.878885, 1.0]], ['2, k, 13', [-0.244956, -1.23021, 1.0]], ['2, k, 14', [-0.184937, -1.67713, 1.0]], ['2, k, 15', [-0.0713908, -1.67866, 1.0]], ['2, k, 16', [-0.0136349, -0.868737, 1.0]], ['2, k, 17', [0.0613166, -1.22296, 1.0]], ['2, k, 18', [-0.0212338, -1.67136, 1.0]], ['2, k, 19', [-0.13889, -1.68207, 1.0]], ['2, k, 20', [-0.083972, -0.36674, 1.0]], ['2, k, 21', [0.240784, -0.541913, 1.0]], ['2, k, 22', [0.192257, -0.531706, 1.0]], ['2, k, 23', [0.000604995, -0.538597, 1.0]], ['2, k, 24', [-0.00593156, -0.525473, 1.0]]]
[['2, k, 0', [-0.119958, -0.944662, 1.0]], ['2, k, 1', [-0.120785, -0.688735, 1.0]], ['2, k, 2', [-0.120982, -0.434896, 1.0]], ['2, k, 3', [-0.135404, -0.290064, 1.0]], ['2, k, 4', [-0.31029, -0.517107, 1.0]], ['2, k, 5', [-0.417689, -0.682997, 1.0]], ['2, k, 6', [-0.472847, -0.856426, 1.0]], ['2, k, 7', [-0.474512, -0.927292, 1.0]], ['2, k, 8', [0.0525431, -0.499832, 1.0]], ['2, k, 9', [0.161676, -0.664991, 1.0]], ['2, k, 10', [0.214263, -0.842617, 1.0]], ['2, k, 11', [0.21202, -0.917649, 1.0]], ['2, k, 12', [-0.200396, -0.935238, 1.0]], ['2, k, 13', [-0.243117, -1.20189, 1.0]], ['2, k, 14', [-0.176866, -1.49825, 1.0]], ['2, k, 15', [-0.160591, -1.5576, 1.0]], ['2, k, 16', [-0.0365849, -0.931339, 1.0]], ['2, k, 17', [0.0179286, -1.19565, 1.0]], ['2, k, 18', [-0.024651, -1.42329, 1.0]], ['2, k, 19', [0.0230559, -1.48413, 1.0]], ['2, k, 20', [-0.121054, -0.49819, 1.0]], ['2, k, 21', [-0.443143, -0.960434, 1.0]], ['2, k, 22', [-0.465185, -0.943157, 1.0]], ['2, k, 23', [0.178299, -0.953921, 1.0]], ['2, k, 24', [0.202072, -0.921839, 1.0]]]
[['2, k, 0', [-0.119393, -0.945654, 1.0]], ['2, k, 1', [-0.120549, -0.689735, 1.0]], ['2, k, 2', [-0.120984, -0.435992, 1.0]], ['2, k, 3', [-0.135529, -0.291512, 1.0]], ['2, k, 4', [-0.310458, -0.518431, 1.0]], ['2, k, 5', [-0.417683, -0.684407, 1.0]], ['2, k, 6', [-0.473193, -0.857773, 1.0]], ['2, k, 7', [-0.476682, -0.928608, 1.0]], ['2, k, 8', [0.0524456, -0.501025, 1.0]], ['2, k, 9', [0.161599, -0.666231, 1.0]], ['2, k, 10', [0.214087, -0.843975, 1.0]], ['2, k, 11', [0.210542, -0.918018, 1.0]], ['2, k, 12', [-0.199671, -0.93652, 1.0]], ['2, k, 13', [-0.243915, -1.20268, 1.0]], ['2, k, 14', [-0.176176, -1.49827, 1.0]], ['2, k, 15', [-0.159018, -1.55735, 1.0]], ['2, k, 16', [-0.0361793, -0.93205, 1.0]], ['2, k, 17', [0.0178058, -1.19626, 1.0]], ['2, k, 18', [-0.02457, -1.42354, 1.0]], ['2, k, 19', [0.00927027, -1.49166, 1.0]], ['2, k, 20', [-0.120996, -0.499251, 1.0]], ['2, k, 21', [-0.444679, -0.963317, 1.0]], ['2, k, 22', [-0.397249, -0.960476, 1.0]], ['2, k, 23', [0.180301, -0.953396, 1.0]], ['2, k, 24', [0.202334, -0.92272, 1.0]]]
[['2, k, 0', [-0.120169, -0.94582, 1.0]], ['2, k, 1', [-0.12104, -0.6902, 1.0]], ['2, k, 2', [-0.121286, -0.436717, 1.0]], ['2, k, 3', [-0.135343, -0.292312, 1.0]], ['2, k, 4', [-0.309165, -0.512561, 1.0]], ['2, k, 5', [-0.41487, -0.679517, 1.0]], ['2, k, 6', [-0.471793, -0.854102, 1.0]], ['2, k, 7', [-0.479585, -0.923173, 1.0]], ['2, k, 8', [0.052409, -0.501873, 1.0]], ['2, k, 9', [0.161512, -0.66719, 1.0]], ['2, k, 10', [0.213463, -0.845553, 1.0]], ['2, k, 11', [0.209875, -0.919101, 1.0]], ['2, k, 12', [-0.200319, -0.936392, 1.0]], ['2, k, 13', [-0.244278, -1.20244, 1.0]], ['2, k, 14', [-0.176327, -1.4978, 1.0]], ['2, k, 15', [-0.159034, -1.55689, 1.0]], ['2, k, 16', [-0.0371627, -0.93256, 1.0]], ['2, k, 17', [0.0177053, -1.19651, 1.0]], ['2, k, 18', [-0.025176, -1.42444, 1.0]], ['2, k, 19', [-0.00103421, -1.49437, 1.0]], ['2, k, 20', [-0.121342, -0.499909, 1.0]], ['2, k, 21', [-0.446188, -0.96183, 1.0]], ['2, k, 22', [-0.398817, -0.961548, 1.0]], ['2, k, 23', [0.178826, -0.954731, 1.0]], ['2, k, 24', [0.195216, -0.941686, 1.0]]]
[['2, k, 0', [-0.120364, -0.946129, 1.0]], ['2, k, 1', [-0.121009, -0.690551, 1.0]], ['2, k, 2', [-0.120975, -0.437182, 1.0]], ['2, k, 3', [-0.135309, -0.292485, 1.0]], ['2, k, 4', [-0.309394, -0.514559, 1.0]], ['2, k, 5', [-0.41565, -0.681137, 1.0]], ['2, k, 6', [-0.472896, -0.856001, 1.0]], ['2, k, 7', [-0.479399, -0.924318, 1.0]], ['2, k, 8', [0.0524605, -0.502061, 1.0]], ['2, k, 9', [0.161288, -0.667685, 1.0]], ['2, k, 10', [0.211913, -0.847091, 1.0]], ['2, k, 11', [0.208743, -0.920094, 1.0]], ['2, k, 12', [-0.200592, -0.936705, 1.0]], ['2, k, 13', [-0.24415, -1.20273, 1.0]], ['2, k, 14', [-0.176515, -1.49793, 1.0]], ['2, k, 15', [-0.159417, -1.55719, 1.0]], ['2, k, 16', [-0.0372769, -0.932842, 1.0]], ['2, k, 17', [0.0167414, -1.1968, 1.0]], ['2, k, 18', [-0.0245578, -1.42421, 1.0]], ['2, k, 19', [-0.00571649, -1.49478, 1.0]], ['2, k, 20', [-0.121116, -0.500342, 1.0]], ['2, k, 21', [-0.44649, -0.962606, 1.0]], ['2, k, 22', [-0.3988, -0.961759, 1.0]], ['2, k, 23', [0.178673, -0.955224, 1.0]], ['2, k, 24', [0.134986, -0.954492, 1.0]]]
[['2, k, 0', [-0.120556, -0.946297, 1.0]], ['2, k, 1', [-0.121, -0.690645, 1.0]], ['2, k, 2', [-0.120768, -0.437279, 1.0]], ['2, k, 3', [-0.135169, -0.292532, 1.0]], ['2, k, 4', [-0.309749, -0.515299, 1.0]], ['2, k, 5', [-0.416125, -0.681764, 1.0]], ['2, k, 6', [-0.473438, -0.856609, 1.0]], ['2, k, 7', [-0.477096, -0.929712, 1.0]], ['2, k, 8', [0.052645, -0.502522, 1.0]], ['2, k, 9', [0.161079, -0.668548, 1.0]], ['2, k, 10', [0.211123, -0.848565, 1.0]], ['2, k, 11', [0.207096, -0.921728, 1.0]], ['2, k, 12', [-0.20089, -0.936852, 1.0]], ['2, k, 13', [-0.244298, -1.20287, 1.0]], ['2, k, 14', [-0.175763, -1.49788, 1.0]], ['2, k, 15', [-0.158383, -1.55702, 1.0]], ['2, k, 16', [-0.037398, -0.933028, 1.0]], ['2, k, 17', [0.0160283, -1.19694, 1.0]], ['2, k, 18', [-0.0246527, -1.42367, 1.0]], ['2, k, 19', [0.00991631, -1.49181, 1.0]], ['2, k, 20', [-0.12098, -0.50044, 1.0]], ['2, k, 21', [-0.449145, -0.96479, 1.0]], ['2, k, 22', [-0.402386, -0.956986, 1.0]], ['2, k, 23', [0.179214, -0.956125, 1.0]], ['2, k, 24', [0.191213, -0.941378, 1.0]]]
[['2, k, 0', [-0.121229, -0.946456, 1.0]], ['2, k, 1', [-0.121091, -0.690762, 1.0]], ['2, k, 2', [-0.120554, -0.43738, 1.0]], ['2, k, 3', [-0.134919, -0.292491, 1.0]], ['2, k, 4', [-0.30992, -0.515272, 1.0]], ['2, k, 5', [-0.416635, -0.681487, 1.0]], ['2, k, 6', [-0.474051, -0.856251, 1.0]], ['2, k, 7', [-0.478844, -0.92434, 1.0]], ['2, k, 8', [0.0527474, -0.502569, 1.0]], ['2, k, 9', [0.161805, -0.668394, 1.0]], ['2, k, 10', [0.210687, -0.849047, 1.0]], ['2, k, 11', [0.205554, -0.923428, 1.0]], ['2, k, 12', [-0.201547, -0.936906, 1.0]], ['2, k, 13', [-0.244359, -1.20302, 1.0]], ['2, k, 14', [-0.175087, -1.49775, 1.0]], ['2, k, 15', [-0.157554, -1.55694, 1.0]], ['2, k, 16', [-0.0380616, -0.933294, 1.0]], ['2, k, 17', [0.0152412, -1.19701, 1.0]], ['2, k, 18', [-0.0254377, -1.4246, 1.0]], ['2, k, 19', [0.0349067, -1.47434, 1.0]], ['2, k, 20', [-0.120859, -0.500539, 1.0]], ['2, k, 21', [-0.450458, -0.960404, 1.0]], ['2, k, 22', [-0.465131, -0.94308, 1.0]], ['2, k, 23', [0.17867, -0.957898, 1.0]], ['2, k, 24', [0.197603, -0.921564, 1.0]]]
[['2, k, 0', [-0.121471, -0.946051, 1.0]], ['2, k, 1', [-0.121242, -0.690379, 1.0]], ['2, k, 2', [-0.120605, -0.436898, 1.0]], ['2, k, 3', [-0.134418, -0.291962, 1.0]], ['2, k, 4', [-0.309903, -0.5146, 1.0]], ['2, k, 5', [-0.417079, -0.680446, 1.0]], ['2, k, 6', [-0.474714, -0.854715, 1.0]], ['2, k, 7', [-0.47921, -0.923389, 1.0]], ['2, k, 8', [0.0532189, -0.501761, 1.0]], ['2, k, 9', [0.162452, -0.667562, 1.0]], ['2, k, 10', [0.210069, -0.848958, 1.0]], ['2, k, 11', [0.204565, -0.919973, 1.0]], ['2, k, 12', [-0.201782, -0.936471, 1.0]], ['2, k, 13', [-0.244294, -1.20259, 1.0]], ['2, k, 14', [-0.174619, -1.49718, 1.0]], ['2, k, 15', [-0.157016, -1.55637, 1.0]], ['2, k, 16', [-0.0382917, -0.932929, 1.0]], ['2, k, 17', [0.0146218, -1.1964, 1.0]], ['2, k, 18', [-0.0266235, -1.42516, 1.0]], ['2, k, 19', [-0.0573119, -1.49428, 1.0]], ['2, k, 20', [-0.120927, -0.500095, 1.0]], ['2, k, 21', [-0.449775, -0.960654, 1.0]], ['2, k, 22', [-0.465669, -0.939483, 1.0]], ['2, k, 23', [0.178717, -0.957012, 1.0]], ['2, k, 24', [0.193075, -0.927487, 1.0]]]
[['2, k, 0', [-0.122513, -0.944774, 1.0]], ['2, k, 1', [-0.121454, -0.689683, 1.0]], ['2, k, 2', [-0.120193, -0.436282, 1.0]], ['2, k, 3', [-0.133577, -0.290563, 1.0]], ['2, k, 4', [-0.308413, -0.505818, 1.0]], ['2, k, 5', [-0.415072, -0.671922, 1.0]], ['2, k, 6', [-0.472927, -0.846666, 1.0]], ['2, k, 7', [-0.481075, -0.912879, 1.0]], ['2, k, 8', [0.0543837, -0.50018, 1.0]], ['2, k, 9', [0.16455, -0.66552, 1.0]], ['2, k, 10', [0.210539, -0.847646, 1.0]], ['2, k, 11', [0.203085, -0.920707, 1.0]], ['2, k, 12', [-0.202854, -0.934576, 1.0]], ['2, k, 13', [-0.24335, -1.20144, 1.0]], ['2, k, 14', [-0.174561, -1.49693, 1.0]], ['2, k, 15', [-0.158679, -1.55661, 1.0]], ['2, k, 16', [-0.0392697, -0.932136, 1.0]], ['2, k, 17', [0.0141935, -1.19546, 1.0]], ['2, k, 18', [-0.0265247, -1.42524, 1.0]], ['2, k, 19', [-0.00376385, -1.49247, 1.0]], ['2, k, 20', [-0.120688, -0.499488, 1.0]], ['2, k, 21', [-0.446948, -0.948235, 1.0]], ['2, k, 22', [-0.466304, -0.93555, 1.0]], ['2, k, 23', [0.180385, -0.958399, 1.0]], ['2, k, 24', [0.138343, -0.943965, 1.0]]]
[['2, k, 0', [-0.122397, -0.944235, 1.0]], ['2, k, 1', [-0.121275, -0.688677, 1.0]], ['2, k, 2', [-0.119861, -0.43463, 1.0]], ['2, k, 3', [-0.132292, -0.288454, 1.0]], ['2, k, 4', [-0.308503, -0.506073, 1.0]], ['2, k, 5', [-0.417045, -0.670905, 1.0]], ['2, k, 6', [-0.474145, -0.845433, 1.0]], ['2, k, 7', [-0.480486, -0.910604, 1.0]], ['2, k, 8', [0.0550485, -0.498799, 1.0]], ['2, k, 9', [0.167314, -0.662774, 1.0]], ['2, k, 10', [0.210703, -0.846084, 1.0]], ['2, k, 11', [0.204144, -0.917284, 1.0]], ['2, k, 12', [-0.202744, -0.934231, 1.0]], ['2, k, 13', [-0.243665, -1.20114, 1.0]], ['2, k, 14', [-0.177424, -1.49777, 1.0]], ['2, k, 15', [-0.162181, -1.55734, 1.0]], ['2, k, 16', [-0.0391508, -0.931384, 1.0]], ['2, k, 17', [0.0123363, -1.19579, 1.0]], ['2, k, 18', [-0.0273229, -1.42711, 1.0]], ['2, k, 19', [-0.0565375, -1.49577, 1.0]], ['2, k, 20', [-0.120385, -0.498011, 1.0]], ['2, k, 21', [-0.447603, -0.946575, 1.0]], ['2, k, 22', [-0.403654, -0.941863, 1.0]], ['2, k, 23', [0.184608, -0.952899, 1.0]], ['2, k, 24', [0.189069, -0.922942, 1.0]]]
[['2, k, 0', [-0.122433, -0.943314, 1.0]], ['2, k, 1', [-0.120913, -0.68704, 1.0]], ['2, k, 2', [-0.118741, -0.431959, 1.0]], ['2, k, 3', [-0.131004, -0.286141, 1.0]], ['2, k, 4', [-0.308039, -0.505293, 1.0]], ['2, k, 5', [-0.417805, -0.669323, 1.0]], ['2, k, 6', [-0.47476, -0.843241, 1.0]], ['2, k, 7', [-0.479019, -0.909985, 1.0]], ['2, k, 8', [0.0561849, -0.496365, 1.0]], ['2, k, 9', [0.168714, -0.660145, 1.0]], ['2, k, 10', [0.210876, -0.844367, 1.0]], ['2, k, 11', [0.205415, -0.918405, 1.0]], ['2, k, 12', [-0.202677, -0.933358, 1.0]], ['2, k, 13', [-0.243154, -1.20064, 1.0]], ['2, k, 14', [-0.17791, -1.49818, 1.0]], ['2, k, 15', [-0.163346, -1.55777, 1.0]], ['2, k, 16', [-0.0392836, -0.93043, 1.0]], ['2, k, 17', [0.0118819, -1.19498, 1.0]], ['2, k, 18', [-0.0279062, -1.42763, 1.0]], ['2, k, 19', [0.00148931, -1.49562, 1.0]], ['2, k, 20', [-0.11947, -0.495618, 1.0]], ['2, k, 21', [-0.450465, -0.946235, 1.0]], ['2, k, 22', [-0.404275, -0.941216, 1.0]], ['2, k, 23', [0.191639, -0.95456, 1.0]], ['2, k, 24', [0.185713, -0.924328, 1.0]]]
[['2, k, 0', [-0.122569, -0.940988, 1.0]], ['2, k, 1', [-0.120923, -0.684548, 1.0]], ['2, k, 2', [-0.118619, -0.429366, 1.0]], ['2, k, 3', [-0.129752, -0.283791, 1.0]], ['2, k, 4', [-0.307088, -0.500107, 1.0]], ['2, k, 5', [-0.416867, -0.664076, 1.0]], ['2, k, 6', [-0.474167, -0.8377, 1.0]], ['2, k, 7', [-0.477989, -0.901513, 1.0]], ['2, k, 8', [0.0577185, -0.492842, 1.0]], ['2, k, 9', [0.170584, -0.656366, 1.0]], ['2, k, 10', [0.211057, -0.841148, 1.0]], ['2, k, 11', [0.204386, -0.915059, 1.0]], ['2, k, 12', [-0.202816, -0.930989, 1.0]], ['2, k, 13', [-0.242552, -1.19856, 1.0]], ['2, k, 14', [-0.17804, -1.49684, 1.0]], ['2, k, 15', [-0.1637, -1.55632, 1.0]], ['2, k, 16', [-0.0393985, -0.928229, 1.0]], ['2, k, 17', [0.0116612, -1.19294, 1.0]], ['2, k, 18', [-0.0268856, -1.42734, 1.0]], ['2, k, 19', [0.00692878, -1.4941, 1.0]], ['2, k, 20', [-0.119364, -0.49304, 1.0]], ['2, k, 21', [-0.446392, -0.93778, 1.0]], ['2, k, 22', [-0.47065, -0.920567, 1.0]], ['2, k, 23', [0.191545, -0.951361, 1.0]], ['2, k, 24', [0.167856, -0.933179, 1.0]]]
[['2, k, 0', [-0.121872, -0.938665, 1.0]], ['2, k, 1', [-0.120129, -0.682335, 1.0]], ['2, k, 2', [-0.117693, -0.427237, 1.0]], ['2, k, 3', [-0.128071, -0.279824, 1.0]], ['2, k, 4', [-0.306331, -0.496944, 1.0]], ['2, k, 5', [-0.416658, -0.660497, 1.0]], ['2, k, 6', [-0.473688, -0.832919, 1.0]], ['2, k, 7', [-0.478896, -0.894409, 1.0]], ['2, k, 8', [0.0591549, -0.489673, 1.0]], ['2, k, 9', [0.172785, -0.652613, 1.0]], ['2, k, 10', [0.210463, -0.838735, 1.0]], ['2, k, 11', [0.20348, -0.912989, 1.0]], ['2, k, 12', [-0.202053, -0.928845, 1.0]], ['2, k, 13', [-0.242434, -1.19652, 1.0]], ['2, k, 14', [-0.176884, -1.49515, 1.0]], ['2, k, 15', [-0.161411, -1.55404, 1.0]], ['2, k, 16', [-0.038773, -0.925781, 1.0]], ['2, k, 17', [0.0113781, -1.19091, 1.0]], ['2, k, 18', [-0.024849, -1.42879, 1.0]], ['2, k, 19', [0.00516589, -1.49674, 1.0]], ['2, k, 20', [-0.118459, -0.490885, 1.0]], ['2, k, 21', [-0.445676, -0.93031, 1.0]], ['2, k, 22', [-0.470724, -0.909575, 1.0]], ['2, k, 23', [0.189162, -0.950157, 1.0]], ['2, k, 24', [0.177596, -0.928939, 1.0]]]
[['2, k, 0', [-0.121793, -0.937378, 1.0]], ['2, k, 1', [-0.119323, -0.679648, 1.0]], ['2, k, 2', [-0.115601, -0.422371, 1.0]], ['2, k, 3', [-0.126591, -0.275923, 1.0]], ['2, k, 4', [-0.30572, -0.494714, 1.0]], ['2, k, 5', [-0.416625, -0.658035, 1.0]], ['2, k, 6', [-0.473946, -0.829574, 1.0]], ['2, k, 7', [-0.47804, -0.887035, 1.0]], ['2, k, 8', [0.0603373, -0.487277, 1.0]], ['2, k, 9', [0.174784, -0.649469, 1.0]], ['2, k, 10', [0.214033, -0.835899, 1.0]], ['2, k, 11', [0.206496, -0.908555, 1.0]], ['2, k, 12', [-0.201895, -0.927408, 1.0]], ['2, k, 13', [-0.241282, -1.19567, 1.0]], ['2, k, 14', [-0.175744, -1.49563, 1.0]], ['2, k, 15', [-0.160999, -1.55415, 1.0]], ['2, k, 16', [-0.0387579, -0.924666, 1.0]], ['2, k, 17', [0.0113184, -1.19005, 1.0]], ['2, k, 18', [-0.0246698, -1.42913, 1.0]], ['2, k, 19', [0.0442664, -1.46164, 1.0]], ['2, k, 20', [-0.116725, -0.486615, 1.0]], ['2, k, 21', [-0.44187, -0.922641, 1.0]], ['2, k, 22', [-0.401407, -0.918386, 1.0]], ['2, k, 23', [0.192074, -0.946889, 1.0]], ['2, k, 24', [0.17647, -0.920112, 1.0]]]
[['2, k, 0', [-0.120896, -0.934102, 1.0]], ['2, k, 1', [-0.118217, -0.67589, 1.0]], ['2, k, 2', [-0.114441, -0.418369, 1.0]], ['2, k, 3', [-0.124425, -0.272093, 1.0]], ['2, k, 4', [-0.305067, -0.491703, 1.0]], ['2, k, 5', [-0.417116, -0.654082, 1.0]], ['2, k, 6', [-0.473351, -0.824316, 1.0]], ['2, k, 7', [-0.475234, -0.880961, 1.0]], ['2, k, 8', [0.0624547, -0.482564, 1.0]], ['2, k, 9', [0.177196, -0.644402, 1.0]], ['2, k, 10', [0.215623, -0.831615, 1.0]], ['2, k, 11', [0.208991, -0.902791, 1.0]], ['2, k, 12', [-0.200967, -0.923952, 1.0]], ['2, k, 13', [-0.240363, -1.19252, 1.0]], ['2, k, 14', [-0.177108, -1.49366, 1.0]], ['2, k, 15', [-0.163223, -1.55221, 1.0]], ['2, k, 16', [-0.0379038, -0.921647, 1.0]], ['2, k, 17', [0.0107899, -1.18795, 1.0]], ['2, k, 18', [-0.0235943, -1.42969, 1.0]], ['2, k, 19', [0.0458026, -1.46358, 1.0]], ['2, k, 20', [-0.115548, -0.482639, 1.0]], ['2, k, 21', [-0.440364, -0.91526, 1.0]], ['2, k, 22', [-0.396706, -0.90991, 1.0]], ['2, k, 23', [0.189894, -0.939799, 1.0]], ['2, k, 24', [0.189591, -0.902267, 1.0]]]
[['2, k, 0', [-0.120088, -0.931621, 1.0]], ['2, k, 1', [-0.116678, -0.672096, 1.0]], ['2, k, 2', [-0.112271, -0.413618, 1.0]], ['2, k, 3', [-0.122728, -0.267622, 1.0]], ['2, k, 4', [-0.303668, -0.488311, 1.0]], ['2, k, 5', [-0.416916, -0.650073, 1.0]], ['2, k, 6', [-0.471163, -0.818569, 1.0]], ['2, k, 7', [-0.471251, -0.878101, 1.0]], ['2, k, 8', [0.0640488, -0.478584, 1.0]], ['2, k, 9', [0.178362, -0.64052, 1.0]], ['2, k, 10', [0.216595, -0.82833, 1.0]], ['2, k, 11', [0.210478, -0.899693, 1.0]], ['2, k, 12', [-0.200334, -0.921347, 1.0]], ['2, k, 13', [-0.238325, -1.1904, 1.0]], ['2, k, 14', [-0.177983, -1.49279, 1.0]], ['2, k, 15', [-0.16649, -1.55175, 1.0]], ['2, k, 16', [-0.0369395, -0.919337, 1.0]], ['2, k, 17', [0.0101197, -1.18626, 1.0]], ['2, k, 18', [-0.0234055, -1.431, 1.0]], ['2, k, 19', [0.011946, -1.49868, 1.0]], ['2, k, 20', [-0.113514, -0.478096, 1.0]], ['2, k, 21', [-0.438827, -0.912153, 1.0]], ['2, k, 22', [-0.399168, -0.905838, 1.0]], ['2, k, 23', [0.190171, -0.937633, 1.0]], ['2, k, 24', [0.153038, -0.924203, 1.0]]]
[['2, k, 0', [-0.119937, -0.929683, 1.0]], ['2, k, 1', [-0.11544, -0.669368, 1.0]], ['2, k, 2', [-0.109709, -0.410251, 1.0]], ['2, k, 3', [-0.120571, -0.264177, 1.0]], ['2, k, 4', [-0.303375, -0.486436, 1.0]], ['2, k, 5', [-0.417403, -0.647601, 1.0]], ['2, k, 6', [-0.470121, -0.815323, 1.0]], ['2, k, 7', [-0.466759, -0.8765, 1.0]], ['2, k, 8', [0.065513, -0.475401, 1.0]], ['2, k, 9', [0.179918, -0.636833, 1.0]], ['2, k, 10', [0.218053, -0.824873, 1.0]], ['2, k, 11', [0.211216, -0.896513, 1.0]], ['2, k, 12', [-0.200299, -0.919342, 1.0]], ['2, k, 13', [-0.237292, -1.18872, 1.0]], ['2, k, 14', [-0.178656, -1.49209, 1.0]], ['2, k, 15', [-0.167016, -1.55067, 1.0]], ['2, k, 16', [-0.0366599, -0.917421, 1.0]], ['2, k, 17', [0.0101833, -1.18484, 1.0]], ['2, k, 18', [-0.0235721, -1.43093, 1.0]], ['2, k, 19', [0.0393705, -1.47383, 1.0]], ['2, k, 20', [-0.111298, -0.474879, 1.0]], ['2, k, 21', [-0.437031, -0.910996, 1.0]], ['2, k, 22', [-0.394771, -0.906021, 1.0]], ['2, k, 23', [0.192758, -0.935356, 1.0]], ['2, k, 24', [0.184824, -0.913997, 1.0]]]
[['2, k, 0', [-0.119182, -0.926602, 1.0]], ['2, k, 1', [-0.114081, -0.66608, 1.0]], ['2, k, 2', [-0.107953, -0.407041, 1.0]], ['2, k, 3', [-0.118753, -0.261563, 1.0]], ['2, k, 4', [-0.302732, -0.483986, 1.0]], ['2, k, 5', [-0.41678, -0.645113, 1.0]], ['2, k, 6', [-0.467479, -0.812128, 1.0]], ['2, k, 7', [-0.462163, -0.8687, 1.0]], ['2, k, 8', [0.0668905, -0.47178, 1.0]], ['2, k, 9', [0.180503, -0.633478, 1.0]], ['2, k, 10', [0.219496, -0.822387, 1.0]], ['2, k, 11', [0.211482, -0.894041, 1.0]], ['2, k, 12', [-0.199556, -0.915927, 1.0]], ['2, k, 13', [-0.236269, -1.18551, 1.0]], ['2, k, 14', [-0.178526, -1.48944, 1.0]], ['2, k, 15', [-0.167, -1.54787, 1.0]], ['2, k, 16', [-0.0359202, -0.914768, 1.0]], ['2, k, 17', [0.0102208, -1.1826, 1.0]], ['2, k, 18', [-0.0225171, -1.43074, 1.0]], ['2, k, 19', [0.0313529, -1.48728, 1.0]], ['2, k, 20', [-0.109619, -0.471633, 1.0]], ['2, k, 21', [-0.432096, -0.901433, 1.0]], ['2, k, 22', [-0.39169, -0.895059, 1.0]], ['2, k, 23', [0.193355, -0.932371, 1.0]], ['2, k, 24', [0.184076, -0.910985, 1.0]]]
[['2, k, 0', [-0.117537, -0.923757, 1.0]], ['2, k, 1', [-0.1122, -0.662879, 1.0]], ['2, k, 2', [-0.106038, -0.403678, 1.0]], ['2, k, 3', [-0.116459, -0.256999, 1.0]], ['2, k, 4', [-0.30062, -0.479196, 1.0]], ['2, k, 5', [-0.414562, -0.640584, 1.0]], ['2, k, 6', [-0.463004, -0.80588, 1.0]], ['2, k, 7', [-0.460094, -0.861127, 1.0]], ['2, k, 8', [0.0688697, -0.46737, 1.0]], ['2, k, 9', [0.18203, -0.628719, 1.0]], ['2, k, 10', [0.219595, -0.818344, 1.0]], ['2, k, 11', [0.211807, -0.890009, 1.0]], ['2, k, 12', [-0.197777, -0.913025, 1.0]], ['2, k, 13', [-0.234641, -1.18283, 1.0]], ['2, k, 14', [-0.174352, -1.48618, 1.0]], ['2, k, 15', [-0.162916, -1.5448, 1.0]], ['2, k, 16', [-0.0343862, -0.911972, 1.0]], ['2, k, 17', [0.00948679, -1.18059, 1.0]], ['2, k, 18', [-0.0222585, -1.43098, 1.0]], ['2, k, 19', [0.0457582, -1.46934, 1.0]], ['2, k, 20', [-0.107695, -0.4683, 1.0]], ['2, k, 21', [-0.42839, -0.893216, 1.0]], ['2, k, 22', [-0.388908, -0.889707, 1.0]], ['2, k, 23', [0.191586, -0.925865, 1.0]], ['2, k, 24', [0.18591, -0.903382, 1.0]]]
[['2, k, 0', [-0.116835, -0.921577, 1.0]], ['2, k, 1', [-0.110989, -0.660763, 1.0]], ['2, k, 2', [-0.104319, -0.40159, 1.0]], ['2, k, 3', [-0.114391, -0.253658, 1.0]], ['2, k, 4', [-0.298648, -0.475283, 1.0]], ['2, k, 5', [-0.41245, -0.636901, 1.0]], ['2, k, 6', [-0.459724, -0.801492, 1.0]], ['2, k, 7', [-0.454482, -0.858556, 1.0]], ['2, k, 8', [0.0708616, -0.464695, 1.0]], ['2, k, 9', [0.182865, -0.62622, 1.0]], ['2, k, 10', [0.221362, -0.816268, 1.0]], ['2, k, 11', [0.212917, -0.890967, 1.0]], ['2, k, 12', [-0.197108, -0.910592, 1.0]], ['2, k, 13', [-0.233563, -1.18064, 1.0]], ['2, k, 14', [-0.174915, -1.48506, 1.0]], ['2, k, 15', [-0.164082, -1.54333, 1.0]], ['2, k, 16', [-0.0336595, -0.910019, 1.0]], ['2, k, 17', [0.00926228, -1.17902, 1.0]], ['2, k, 18', [-0.0208184, -1.47218, 1.0]], ['2, k, 19', [-0.0523639, -1.53475, 1.0]], ['2, k, 20', [-0.106104, -0.466207, 1.0]], ['2, k, 21', [-0.427699, -0.889968, 1.0]], ['2, k, 22', [-0.389534, -0.886053, 1.0]], ['2, k, 23', [0.194241, -0.928858, 1.0]], ['2, k, 24', [0.183862, -0.907133, 1.0]]]
